Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2795        -332.6318    -336.2548       3.6231   384.0
0.2800        -332.5323    -336.2490       3.7167   393.9
0.2805        -332.4306    -336.2417       3.8111   403.9
0.2810        -332.3276    -336.2334       3.9058   413.9
0.2815        -332.2226    -336.2231       4.0005   424.0
0.2820        -332.1165    -336.2115       4.0949   434.0
0.2825        -332.0093    -336.1979       4.1886   443.9
0.2830        -331.9016    -336.1821       4.2806   453.6
0.2835        -331.7930    -336.1635       4.3705   463.2
0.2840        -331.6840    -336.1426       4.4586   472.5
0.2845        -331.5752    -336.1205       4.5452   481.7
0.2850        -331.4661    -336.0962       4.6301   490.7
0.2855        -331.3580    -336.0712       4.7132   499.5
0.2860        -331.2500    -336.0445       4.7946   508.1
0.2865        -331.1434    -336.0179       4.8745   516.6
0.2870        -331.0375    -335.9901       4.9526   524.9
0.2875        -330.9336    -335.9626       5.0290   533.0
0.2880        -330.8312    -335.9358       5.1046   541.0
0.2885        -330.7312    -335.9113       5.1802   549.0
0.2890        -330.6334    -335.8883       5.2549   556.9
0.2895        -330.5384    -335.8649       5.3265   564.5
0.2900        -330.4459    -335.8401       5.3942   571.7
0.2905        -330.3570    -335.8152       5.4582   578.4
0.2910        -330.2719    -335.7898       5.5178   584.8
0.2915        -330.1902    -335.7633       5.5731   590.6
0.2920        -330.1129    -335.7357       5.6228   595.9
0.2925        -330.0400    -335.7057       5.6657   600.4
0.2930        -329.9712    -335.6733       5.7021   604.3
0.2935        -329.9081    -335.6401       5.7320   607.5
0.2940        -329.8494    -335.6048       5.7554   609.9
0.2945        -329.7966    -335.5674       5.7708   611.6
0.2950        -329.7491    -335.5246       5.7755   612.1
0.2955        -329.7066    -335.4760       5.7693   611.4
0.2960        -329.6699    -335.4233       5.7535   609.7
0.2965        -329.6390    -335.3670       5.7280   607.0
0.2970        -329.6131    -335.3051       5.6920   603.2
0.2975        -329.5930    -335.2384       5.6454   598.3
0.2980        -329.5778    -335.1678       5.5901   592.4
0.2985        -329.5677    -335.0942       5.5265   585.7
0.2990        -329.5622    -335.0190       5.4568   578.3
0.2995        -329.5618    -334.9439       5.3820   570.4
0.3000        -329.5652    -334.8679       5.3028   562.0
0.3005        -329.5735    -334.7930       5.2195   553.2
0.3010        -329.5846    -334.7178       5.1331   544.0
0.3015        -329.5997    -334.6446       5.0449   534.6
0.3020        -329.6174    -334.5733       4.9560   525.2
0.3025        -329.6383    -334.5067       4.8684   515.9
0.3030        -329.6617    -334.4448       4.7831   506.9
0.3035        -329.6873    -334.3874       4.7001   498.1
0.3040        -329.7152    -334.3356       4.6204   489.7
0.3045        -329.7449    -334.2897       4.5448   481.6
0.3050        -329.7763    -334.2499       4.4736   474.1
0.3055        -329.8093    -334.2170       4.4077   467.1
0.3060        -329.8437    -334.1911       4.3474   460.7
0.3065        -329.8794    -334.1712       4.2917   454.8
0.3070        -329.9164    -334.1559       4.2395   449.3
0.3075        -329.9542    -334.1442       4.1901   444.1
0.3080        -329.9935    -334.1370       4.1436   439.1
0.3085        -330.0332    -334.1324       4.0992   434.4
0.3090        -330.0744    -334.1304       4.0560   429.8
0.3095        -330.1157    -334.1281       4.0124   425.2
0.3100        -330.1581    -334.1259       3.9678   420.5
0.3105        -330.2008    -334.1227       3.9219   415.6
0.3110        -330.2442    -334.1176       3.8735   410.5
0.3115        -330.2875    -334.1100       3.8225   405.1
0.3120        -330.3314    -334.1011       3.7698   399.5
0.3125        -330.3751    -334.0912       3.7161   393.8
0.3130        -330.4190    -334.0820       3.6630   388.2
0.3135        -330.4629    -334.0738       3.6109   382.7
0.3140        -330.5066    -334.0670       3.5604   377.3
0.3145        -330.5502    -334.0623       3.5122   372.2
0.3150        -330.5934    -334.0598       3.4664   367.4
0.3155        -330.6364    -334.0608       3.4244   362.9
0.3160        -330.6792    -334.0660       3.3868   358.9
0.3165        -330.7217    -334.0755       3.3538   355.4
0.3170        -330.7639    -334.0896       3.3257   352.4
0.3175        -330.8059    -334.1081       3.3022   350.0
0.3180        -330.8478    -334.1306       3.2827   347.9
0.3185        -330.8893    -334.1568       3.2676   346.3
0.3190        -330.9310    -334.1879       3.2569   345.2
0.3195        -330.9725    -334.2221       3.2496   344.4
0.3200        -331.0139    -334.2583       3.2444   343.8
0.3205        -331.0553    -334.2956       3.2403   343.4
0.3210        -331.0963    -334.3334       3.2372   343.1
0.3215        -331.1376    -334.3732       3.2356   342.9
0.3220        -331.1790    -334.4137       3.2347   342.8
0.3225        -331.2202    -334.4533       3.2331   342.6
0.3230        -331.2615    -334.4907       3.2292   342.2
0.3235        -331.3025    -334.5246       3.2222   341.5
0.3240        -331.3435    -334.5551       3.2117   340.4
0.3245        -331.3840    -334.5816       3.1977   338.9
0.3250        -331.4244    -334.6061       3.1816   337.2
0.3255        -331.4643    -334.6287       3.1643   335.3
0.3260        -331.5042    -334.6505       3.1463   333.4
0.3265        -331.5435    -334.6712       3.1276   331.5
0.3270        -331.5825    -334.6913       3.1088   329.5
0.3275        -331.6211    -334.7115       3.0903   327.5
0.3280        -331.6593    -334.7322       3.0730   325.7
0.3285        -331.6972    -334.7543       3.0572   324.0
0.3290        -331.7346    -334.7770       3.0424   322.4
0.3295        -331.7716    -334.7997       3.0281   320.9
0.3300        -331.8081    -334.8222       3.0141   319.4
0.3305        -331.8442    -334.8450       3.0008   318.0
0.3310        -331.8800    -334.8681       2.9881   316.7
0.3315        -331.9151    -334.8901       2.9749   315.3
0.3320        -331.9496    -334.9117       2.9621   313.9
0.3325        -331.9837    -334.9357       2.9519   312.8
0.3330        -332.0175    -334.9629       2.9454   312.1
0.3335        -332.0508    -334.9934       2.9426   311.8
0.3340        -332.0838    -335.0272       2.9434   311.9
0.3345        -332.1165    -335.0640       2.9475   312.4
0.3350        -332.1488    -335.1024       2.9537   313.0
0.3355        -332.1810    -335.1418       2.9608   313.8
0.3360        -332.2128    -335.1799       2.9672   314.5
0.3365        -332.2445    -335.2157       2.9712   314.9
0.3370        -332.2755    -335.2474       2.9719   315.0
0.3375        -332.3064    -335.2753       2.9690   314.6
0.3380        -332.3368    -335.2998       2.9630   314.0
0.3385        -332.3667    -335.3212       2.9545   313.1
0.3390        -332.3961    -335.3408       2.9447   312.1
0.3395        -332.4252    -335.3599       2.9347   311.0
0.3400        -332.4540    -335.3784       2.9244   309.9
0.3405        -332.4821    -335.3950       2.9129   308.7
0.3410        -332.5097    -335.4094       2.8997   307.3
0.3415        -332.5369    -335.4211       2.8842   305.7
0.3420        -332.5636    -335.4295       2.8658   303.7
0.3425        -332.5898    -335.4343       2.8445   301.5
0.3430        -332.6151    -335.4352       2.8201   298.9
0.3435        -332.6399    -335.4333       2.7934   296.0
0.3440        -332.6639    -335.4291       2.7652   293.0
0.3445        -332.6872    -335.4237       2.7366   290.0
0.3450        -332.7096    -335.4184       2.7088   287.1
0.3455        -332.7311    -335.4144       2.6832   284.4
0.3460        -332.7520    -335.4133       2.6612   282.0
0.3465        -332.7722    -335.4150       2.6428   280.1
0.3470        -332.7921    -335.4191       2.6271   278.4
0.3475        -332.8114    -335.4242       2.6128   276.9
0.3480        -332.8298    -335.4286       2.5989   275.4
0.3485        -332.8474    -335.4325       2.5850   274.0
0.3490        -332.8641    -335.4359       2.5718   272.6
0.3495        -332.8801    -335.4401       2.5600   271.3
0.3500        -332.8953    -335.4458       2.5505   270.3
0.3505        -332.9099    -335.4541       2.5441   269.6
0.3510        -332.9238    -335.4643       2.5405   269.2
0.3515        -332.9367    -335.4753       2.5386   269.0
0.3520        -332.9491    -335.4872       2.5381   269.0
0.3525        -332.9609    -335.4994       2.5385   269.0
0.3530        -332.9717    -335.5104       2.5386   269.0
0.3535        -332.9821    -335.5196       2.5375   268.9
0.3540        -332.9916    -335.5254       2.5338   268.5
0.3545        -333.0003    -335.5272       2.5269   267.8
0.3550        -333.0083    -335.5253       2.5170   266.7
0.3555        -333.0155    -335.5209       2.5054   265.5
0.3560        -333.0218    -335.5156       2.4938   264.3
0.3565        -333.0274    -335.5104       2.4830   263.1
0.3570        -333.0325    -335.5056       2.4731   262.1
0.3575        -333.0368    -335.5005       2.4637   261.1
0.3580        -333.0402    -335.4942       2.4540   260.1
0.3585        -333.0429    -335.4869       2.4440   259.0
0.3590        -333.0449    -335.4781       2.4331   257.9
0.3595        -333.0461    -335.4670       2.4209   256.6
0.3600        -333.0464    -335.4544       2.4079   255.2
0.3605        -333.0459    -335.4413       2.3954   253.9
0.3610        -333.0446    -335.4293       2.3847   252.7
0.3615        -333.0427    -335.4193       2.3766   251.9
0.3620        -333.0401    -335.4111       2.3710   251.3
0.3625        -333.0367    -335.4038       2.3672   250.9
0.3630        -333.0323    -335.3965       2.3642   250.5
0.3635        -333.0270    -335.3884       2.3613   250.2
0.3640        -333.0211    -335.3804       2.3593   250.0
0.3645        -333.0143    -335.3730       2.3587   250.0
0.3650        -333.0068    -335.3668       2.3600   250.1
0.3655        -332.9984    -335.3618       2.3634   250.5
0.3660        -332.9892    -335.3587       2.3695   251.1
0.3665        -332.9792    -335.3577       2.3785   252.1
0.3670        -332.9685    -335.3582       2.3898   253.3
0.3675        -332.9567    -335.3594       2.4027   254.6
0.3680        -332.9443    -335.3612       2.4169   256.1
0.3685        -332.9309    -335.3629       2.4320   257.7
0.3690        -332.9168    -335.3643       2.4475   259.4
0.3695        -332.9017    -335.3645       2.4629   261.0
0.3700        -332.8856    -335.3639       2.4782   262.6
0.3705        -332.8689    -335.3633       2.4944   264.3
0.3710        -332.8514    -335.3634       2.5120   266.2
0.3715        -332.8329    -335.3645       2.5316   268.3
0.3720        -332.8137    -335.3671       2.5534   270.6
0.3725        -332.7936    -335.3714       2.5778   273.2
0.3730        -332.7727    -335.3773       2.6046   276.0
0.3735        -332.7508    -335.3841       2.6333   279.1
0.3740        -332.7282    -335.3923       2.6641   282.3
0.3745        -332.7046    -335.4014       2.6968   285.8
0.3750        -332.6803    -335.4111       2.7308   289.4
0.3755        -332.6551    -335.4203       2.7652   293.0
0.3760        -332.6291    -335.4276       2.7985   296.6
0.3765        -332.6021    -335.4322       2.8301   299.9
0.3770        -332.5744    -335.4348       2.8604   303.1
0.3775        -332.5458    -335.4363       2.8905   306.3
0.3780        -332.5167    -335.4381       2.9214   309.6
0.3785        -332.4868    -335.4408       2.9540   313.1
0.3790        -332.4563    -335.4451       2.9888   316.8
0.3795        -332.4252    -335.4507       3.0255   320.6
0.3800        -332.3934    -335.4558       3.0623   324.5
0.3805        -332.3611    -335.4589       3.0978   328.3
0.3810        -332.3283    -335.4583       3.1300   331.7
0.3815        -332.2948    -335.4523       3.1575   334.6
0.3820        -332.2610    -335.4405       3.1795   337.0
0.3825        -332.2266    -335.4232       3.1966   338.8
0.3830        -332.1921    -335.4028       3.2107   340.3
0.3835        -332.1573    -335.3814       3.2241   341.7
0.3840        -332.1225    -335.3614       3.2389   343.2
0.3845        -332.0876    -335.3435       3.2559   345.0
0.3850        -332.0524    -335.3269       3.2745   347.0
0.3855        -332.0173    -335.3112       3.2939   349.1
0.3860        -331.9822    -335.2947       3.3125   351.1
0.3865        -331.9468    -335.2756       3.3288   352.8
0.3870        -331.9113    -335.2536       3.3423   354.2
0.3875        -331.8757    -335.2290       3.3533   355.4
